Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,277,What Is Graphic Design,"Newark, Quentin.",RVUN21LB0277,School of Design and Innovations,Graphic design,,,741.6 NEW,Roto Vision,,978-2880465391,1581.71,01/17/2022 0:00,Page - 3,
Books,470,No More Rules: Graphic Design And Postmodernism,"Poynor, Rick.",RVUN21LB0590,School of Design and Innovations,Graphic design,,2003,741.6 POY,Laurence King,,978-1780671031,1177.55,03/28/2022 0:00,Page - 3,192
Books,324,Visual Creativity,"Prichen, Mario.",RVUN21LB0324,School of Design and Innovations,Graphic design,,2004,741.6 PRI,Thames & Hudson,,978-0500511664,2769.38,01/17/2022 0:00,Page - 3,231
Books,465,1000 Restaurant Bar & Caf‚ Graphics,"Herriott, Luke.",RVUN21LB0585,School of Design and Innovations,Drawing,1st Ed,2007,741.6 ROC,Rockport,,978-1592533329,2361,03/28/2022 0:00,Page - 3,320
Books,522,Thinking With Type,"Lupton, Ellen.",RVUN21LB0642,School of Design and Innovations,Graphic design,2nd,2010,741.60284 LUP,Princeton Architectural Press,,978-1568989693,1472.67,03/28/2022 0:00,Page - 3,176
Books,429,Digital Design Theory,"Armstrong, Helen.",RVUN21LB0549,School of Design and Innovations,Graphic design,,2016,741.60285 ARM,Princeton Architectural Press,,978-1616893088,1475.03,,Page - 3,152
Books,381,Illustration,"Zappaterra, Yolanda.",RVUN21LB0381,School of Design and Innovations,Graphic design,,1998,741.60285 ZAP,Roto Vision,,978-2880463304,1449.38,10/2/22 0:00,Page - 3,157
Books,348,Creativity - 35,"Ecarter, David.",RVUN21LB0348,School of Design and Innovations,Architectural structure,,2006,741.605 ECA,Collins Design,,978-0061137433,2319,01/17/2022 0:00,Page - 3,400
Books,376,Anatomy Of Design,"Heller, Steven",RVUN21LB0376,School of Design and Innovations,Graphic design,,2009,741.60904 HEL,Rockport,,978-1592535545,2769.38,10/2/22 0:00,Page - 3,208
Books,282,Graphic Design Inspiration And Innovations,"Martin, Diana.",RVUN21LB0282,School of Design and Innovations,Graphic design,,1998,741.60973 MAR,North Light Books,,978-0891348986,1738.67,10/2/22 0:00,Page - 3,144
Books,435,Art Deco Fashion,"Kerr, ÿGordon.",RVUN21LB0555,School of Design and Innovations,Drawing,,2014,741.67209042 KER,Flame Tree,,978-1783612918,0,,,127
Books,468,1000 Greeting,Peter King & Co.,RVUN21LB0588,School of Design and Innovations,Drawing,,2008,741.684 PET,Rockport,,978-1592534814,1179.91,03/28/2022 0:00,Page - 3,440
Books,314,"The Art Of Creative Drawing Symbols, Shapes And Geometry","Grace, Creg C.",RVUN21LB0314,School of Design and Innovations,Drawing,,2004,741.866 GRA,Axiom,,978-1902328478,2895.85,01/17/2022 0:00,Page - 3,
Books,504,Perspective Drawing A Step By Step Guide,Border Design Studio,RVUN21LB0624,School of Design and Innovations,Perspective,1st Ed,2021,742 BOR,Border Books,,978-8195163908,862.5,03/28/2022 0:00,Page - 3,188
Books,383,Perspective,"Gill, Robert W.",RVUN21LB0383,School of Design and Innovations,Perspective,,2006,742 GIL,Thames & Hudson,,978-0500286074,1024.67,01/17/2022 0:00,Page - 3,272
Books,483,Framed Perspective Vol.1,"Mateu-Mestre, Marcos",RVUN21LB0603,School of Design and Innovations,Perspective,,2016,742 MATE,Design Studio Press,,978-1624650307,2358.05,03/28/2022 0:00,Page - 3,227
Books,505,Perspective Made Easy,"Norling, Ernest",RVUN21LB0625,School of Design and Innovations,Perspective,,2021,742 NOR,Other,,978-8195163939,746.25,03/28/2022 0:00,Page - 3,224
Books,491,White,"Hara, Kenya",RVUN21LB0611,School of Design and Innovations,Drawing,,2019,743 HAR,Lars muller,,978-3037281838,1767.15,03/28/2022 0:00,Page - 3,
Books,329,Complete Book Of Drawing Male & Female,"Kumar, Keshaw.",RVUN21LB0329,School of Design and Innovations,Drawing,,2006,743 KUM,Adarsha Books,,978-8187138952,150,01/17/2022 0:00,Page - 3,128
Books,431,Human Figure Drawing,"Brambilla, Daniela.",RVUN21LB0551,School of Design and Innovations,Drawing human figure,,2015,743.4 BRA,Promopress,,978-8415967040,1766.35,03/28/2023 0:00,Page - 3,256
Books,506,Human Figure Drawing,"Brambilla, Daniela.",RVUN21LB0626,School of Design and Innovations,Other,Reprint,2020,743.4 BRA,Promopress,,978-8417412340,2007.32,03/28/2022 0:00,Page - 3,256
Books,289,Drawing & Painting The Figure,"Smith, Stan.",RVUN21LB0289,School of Design and Innovations,Drawing,,2003,743.4 SMI,Quill Publishing,,978-1861605948,971.25,01/17/2022 0:00,Page - 3,160
Books,300,"Heads, Features And Faces","Bridgman, George B.",RVUN21LB0300,School of Design and Innovations,Drawing,,2021,743.42 BRI,Dover Publications Inc.,,978-0486227085,982.68,01/17/2022 0:00,Page - 3,63
Books,295,Anatomy For The Artist,"Carter, Daniel.",RVUN21LB0295,School of Design and Innovations,Drawing,,2002,743.49 CAR,Paragon,,978-0752586663,937.5,01/17/2022 0:00,Page - 3,160
Books,482,How To Draw Cars Step By Step,"Zbiorowa, Praca",RVUN21LB0602,School of Design and Innovations,Drawing,,2014,743.8962 ZBI,Koenemann,,978-3864074769,2008.13,03/28/2022 0:00,Page - 3,191
Books,481,How To Draw Motorcycles Step By Step,"Zbiorowa, Praca",RVUN21LB0601,School of Design and Innovations,Drawing,,2015,743.896292275 ZBI,Koenemann,,978-3864074714,2008.12,03/28/2022 0:00,Page - 3,191
Books,426,Graphic: Print Source,GP Publications,RVUN21LB0546,Other,Decorative art,,2008,745 GPP,GP Publications,,978-1427631244,1475.63,,Page - 3,141
Books,530,Folding Techniques For Designers: From Sheetto Form,"Jakson, Paul.",RVUN21LB0650,School of Design and Innovations,Other,,2020,745 JAK,Laurence King,,978-1856697217,1605.7,03/28/2022 0:00,Page - 3,223
Books,325,International Crafts,"Margetts, Martina.",RVUN21LB0325,School of Design and Innovations,Decorative art,,1991,745.09045074 MAR,Thames & Hudson,,978-0500015223,2848.5,10/2/22 0:00,Page - 3,256
Books,395,"Designers, Visionaries And Other Stories","Chapman, Jonathan",RVUN21LB0395,School of Design and Innovations,Industrial art and design,1st Ed,2007,745.2 BEN,Routledge,,978-1844074129,2768.58,10/2/22 0:00,Page - 3,176
Books,524,Designing Here Now:A Global Selection Of Object Concepts And Spaces For The Future,"Chochinov, Allan.",RVUN21LB0644,School of Design and Innovations,Industrial art and design,,2014,745.2 CHO,Thames & Hudson,,978-0500517482,2004.11,03/28/2022 0:00,Page - 3,442
Books,419,Red Dot Design Year Book 2018/19 - Doing,"Dot, Red.",RVUN21LB0419,School of Design and Innovations,Household furnishings,,2018,745.2 DOT,Red Dot,Germany,9.7839E+12,931,01/17/2022 0:00,,352
Books,420,Red Dot Design Year Book 2018/19 - Enjoying,"Dot, Red.",RVUN21LB0420,School of Design and Innovations,Household furnishings,,2018,745.2 DOT,Red Dot,Germany,9.7839E+12,931,01/17/2022 0:00,,488
Books,418,Red Dot Design Year Book 2018/19 - Working,"Dot, Red.",RVUN21LB0418,School of Design and Innovations,Household furnishings,-,2018,745.2 DOT,Red Dot,Germany,9.78939E+13,931,01/17/2022 0:00,,524
Books,387,"Red Dot Design Year Book 2018/19- Living , Working, Doing , Enjoying - 4 Volume Set","Dot, Red.",RVUN21LB0387,School of Design and Innovations,Other,,,745.2 DOT,Red Dot,,9.78939E+13,3724.88,01/17/2022 0:00,Page - 3,
Books,408,Culture Of Design,"Julier, Guy",RVUN21LB0408,School of Design and Innovations,Industrial art and design,,2014,745.2 JUI,Sage,,978-1446273593,3023.63,10/2/22 0:00,Page - 3,280
Books,512,Research Methods For Product Design,"Milton, Alex.",RVUN21LB0632,School of Design and Innovations,Industrial art and product design,,2019,745.2 MIL,Laurence King,,978-1780673028,2007.32,03/28/2022 0:00,Page - 3,192
Books,516,Designing Sustainability,Walker,RVUN21LB0636,School of Design and Innovations,Industrial art and design,,2014,745.2 WAL,Routledge,,978-0367242077,2361,03/28/2022 0:00,Page - 3,
Books,327,The Design Of Every Day Things,"Norman, Donald A.",RVUN21LB0327,School of Design and Innovations,Decorative art,,2021,745.2001 NOR,Basic books,,9.78047E+12,674.25,01/17/2022 0:00,Page - 3,347
Books,534,Design Of Everyday Things,"Norman, Don.",RVUN21LB0654,School of Design and Innovations,Industrial art and design,Revised,2013,745.2019 NOR,Basic Books,,978-0465055715,674.25,03/28/2022 0:00,Page - 3,347
Books,302,The Design Encyclopedia,"Byars, Mel.",RVUN21LB0302,School of Design and Innovations,Dictionary,,2004,745.203 BYA,Laurence King,,978-0870700125,3768.38,01/17/2022 0:00,Page - 3,832
Books,304,Design For The 21St Century,"Fiell, Charlotte,",RVUN21LB0304,School of Design and Innovations,Decorative art,,2008,745.209051 FIE,Taschen,,978-3822827796,2319,10/2/22 0:00,Page - 3,191
Books,365,The Work Of Charles & Ray Eames,"Albrech, Donald.",RVUN21LB0365,School of Design and Innovations,Decorative art,,1997,745.4 ALB,Harry N. Abrams Inc.,,978-0810992320,3478.5,10/2/22 0:00,Page - 3,205
Books,386,Design Elements,"Samara, Tomothy,",RVUN21LB0386,School of Design and Innovations,Decorative art,,2007,745.4 DOT,Rockport,,978-9812453860,1739.25,10/2/22 0:00,Page - 3,272
Books,486,The Pocket Universal Principles Of Design,"Lidwell, William",RVUN21LB0606,School of Design and Innovations,Decorative art,,2015,745.403 LID,Rockport,,978-1631590405,499.25,03/28/2022 0:00,Page - 3,
Books,535,"Universal Principles Of Design, Revised And Updated: 125 Ways To Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, And Teach Through Design","Lidwell, William",RVUN21LB0655,School of Design and Innovations,Design and decoration,,2010,745.403 LID,Rockport,,978-1592535873,2055.3,03/28/2022 0:00,Page - 3,277
Books,361,Dictionary Of Graphic Design And Designers,"Livingston, Alan",RVUN21LB0361,School of Design and Innovations,Dictionary,,2006,745.403 LIV,Thames & Hudson,,978-0500204139,787.29,01/17/2022 0:00,Page - 3,256
Books,531,"Universal Methods Of Design, Expanded And Revised:","Hanington, Bruce.",RVUN21LB0651,School of Design and Innovations,Design and decoration,Revised,2019,745.4072 HAN,Rockport,,978-1631597480,2065.88,03/28/2022 0:00,Page - 3,263
Books,425,The Thames & Hudson Dictionary Of Design Since 1900,"Julier, Guy.",RVUN21LB0545,School of Design and Innovations,Furniture and accessories,2nd,2005,745.4090403 JUL,Thames & Hudson,,9.7805E+12,799.23,,Page - 3,232
Books,462,A-Z Of Design And Designers,"Museum, Design.",RVUN21LB0582,School of Design and Innovations,Decorative art,1st Ed,2016,745.40922  MUS,Goodman-Fiel,,978-1783130054,2358.05,03/28/2022 0:00,Page - 3,400
Books,526,Digital Handmade,"Johnston, Lucy.",RVUN21LB0646,School of Design and Innovations,Other,2nd Rv Ed,2015,745.40922 JOHN,Thames & Hudson,,978-0500517857,2405.73,03/28/2022 0:00,Page - 3,287
Books,307,Heritage,"Prakash, K.",RVUN21LB0307,School of Design and Innovations,Decorative art,,1996,745.44954 PRA,Om Books,,978-8190059701,896.25,01/17/2022 0:00,Page - 3,159
Books,390,Creative Crafts : You Can Do In A Day,"Janes, Dorothy.",RVUN21LB0390,School of Design and Innovations,Handicrafts,,2004,745.5 JAN,North Light Books,,978-1581806649,2294.63,10/2/22 0:00,Page - 3,496
Books,472,Craft Traditions Of The World,"Sentence, Bryan.",RVUN21LB0592,School of Design and Innovations,Household furnitures,,2009,745.5 SEN,Thames & Hudson,,978-0500514665,2004.11,03/28/2022 0:00,,240
Books,353,The Complete Guide To Calligraphy,"Ralph, Pro.",RVUN21LB0353,School of Design and Innovations,Decorative art,,2006,745.6 RAL,Firefly Books,,978-1554071791,2497.5,10/2/22 0:00,Page - 3,224
Books,397,Calligraphy Stroke By Stroke,"Moring, Annie.",RVUN21LB0397,School of Design and Innovations,Calligraphy,,1999,745.61 STA,Quarto Publishing,,"978-0753701287 ,9781845731106",2319,01/17/2022 0:00,Page - 3,144
Books,401,Beginner'S Guide To Calligraphy,"Mehigan, Janet,",RVUN21LB0401,School of Design and Innovations,Calligraphy,,2004,745.61 TAY,Quarto Publishing,,978-0785819349,2608.88,10/2/22 0:00,Page - 3,96
Books,494,Indian Textiles In The East,"Guy, John",RVUN21LB0614,School of Design and Innovations,Textile arts,1st Ed,2009,746.0954 GUY,Thames & Hudson,,978-0500288290,2062.92,03/28/2022 0:00,Page - 3,192
Books,315,Beyond Design,Keiser; Sandra J.,RVUN21LB0315,School of Design and Innovations,Textile products,,2017,746.92 KEI,FAIRCHILD,,978-1501315480,7406.1,01/17/2022 0:00,Page - 3,490
Books,515,Sustainability In Interior Design,"Moxon, Sian.",RVUN21LB0635,School of Design and Innovations,Interior Decoration,,2012,747.0286 MOX,Laurence King,,978-1856698146,2361,03/28/2022 0:00,Page - 3,192
Books,511,Victorian And Edwardian Furniture And Interiors:,"Cooper,Jeremy.",RVUN21LB0631,School of Design and Innovations,Interior Decoration,,2007,747.22 COO,Thames & Hudson,,978-0500280225,2004.11,03/28/2022 0:00,Page - 3,256
Books,342,Color Index,"Krause, Jim",RVUN21LB0342,School of Design and Innovations,Interior decoration,,2002,747.94  KRA,HOW Books,,978-1581802368,1504.45,10/2/22 0:00,Page - 3,357
Books,500,Eco Design Furniture,"Liu, Yvy",RVUN21LB0620,School of Design and Innovations,Furniture and accessories,,2016,749 LIU,Promopress,,978-8417412401,1204.07,03/28/2022 0:00,Page - 3,160
Books,296,Figures & Portrait,"Hosegood, Betsy.",RVUN21LB0296,School of Design and Innovations,Painting,,2000,751.4 HOS,Roto Vision,,978-2880464219,2608.88,10/2/22 0:00,Page - 3,159
Books,291,Practical Art School,"Simpson, Ian.",RVUN21LB0291,School of Design and Innovations,Painting,,1995,751.4 SIM,Tiger books,,978-1855017610,2029.13,10/2/22 0:00,Page - 3,512
Books,283,Brush & Colors,"Taggart, Paul A.",RVUN21LB0283,School of Design and Innovations,Painting,,2004,751.4 TAG,Sterling,,978-1402702273,1977.33,10/2/22 0:00,Page - 3,112
Books,284,Line To Stroke,"Taggart, Paul A.",RVUN21LB0284,School of Design and Innovations,Painting,,2003,751.4 TAG,Sterling,,978-1402702228,1977.33,10/2/22 0:00,Page - 3,
Books,287,Line And Wash,"Taggart, Paul A.",RVUN21LB0287,School of Design and Innovations,Painting,,2003,751.4 TAG,Sterling,,978-1402702235,1977.33,10/2/22 0:00,Page - 3,112
Books,288,Texture & Effects,"Taggart, Paul A.",RVUN21LB0288,School of Design and Innovations,Painting,,2002,751.4 TAG,Sterling,,978-1402702389,1977.33,01/17/2022 0:00,Page - 3,111
Books,400,Developing Style In Water Colour,"Campbell, Smith Ray.",RVUN21LB0400,School of Design and Innovations,Painting techniques,,2001,751.422 CAM,David & Charles,,978-0715311677,1875,10/2/22 0:00,Page - 3,128
Books,402,Natural Water Colours,"Taylor, Richard,",RVUN21LB0402,School of Design and Innovations,Painting techniques,,1998,751.42243 TAY,David & Charles,,9.78072E+12,2318.42,10/2/22 0:00,Page - 3,117
Books,280,Paint Still Life,"Hosegood, Betsy.",RVUN21LB0280,School of Design and Innovations,Painting,,2001,751.45 HOS,Roto Vision,,978-2880464776,1978.13,01/17/2022 0:00,Page - 3,756
Books,312,Indian Miniature Of The Mughal Court,"Ocada, Amina.",RVUN21LB0312,School of Design and Innovations,Miniature painting,,1992,751.77095409031 OCA,Harry N. Abrams Inc.,,9.78081E+12,5507.63,01/17/2022 0:00,Page - 3,239
Books,317,Color Hramony 2,Bride M.Whelan,RVUN21LB0317,School of Design and Innovations,Painting,,2000,752 BRI,Rockport,,9.78156E+12,1448.8,01/17/2022 0:00,Page - 3,160
Books,318,Color Harmony,"Chijiiwa, Hideaki.",RVUN21LB0318,School of Design and Innovations,Painting,,1990,752 CHI,Rockport,,978-0935603064,1448.8,01/17/2022 0:00,Page - 3,142
Books,350,Color Mixing Bible,"Sidaway, Ian",RVUN21LB0350,School of Design and Innovations,Color,,2002,752 SID,Watson Guptil,,978-0823007233,1738.67,01/17/2022 0:00,Page - 3,144
Books,320,The Complete Colour Harmony,"Whelan, Bride M.",RVUN21LB0320,School of Design and Innovations,Color,,2004,752 WHE,Rockport,,978-1592530311,2026.23,10/2/22 0:00,Page - 3,214
Books,336,Color Harmony,"Sutton, Whelan.",RVUN21LB0336,School of Design and Innovations,Color,,2004,752.4 SUT,Rockport,,978-1592530311,1681.28,10/2/22 0:00,Page - 3,215
Books,293,Introduction To Painting Landscape,"Gould, Ted.",RVUN21LB0293,School of Design and Innovations,Painting,,1996,758.1 GOU,Eagle Editions,,978-1850766452,596.25,01/17/2022 0:00,Page - 3,128
Books,297,Paint Landscapes,"Hosegood, Betsy.",RVUN21LB0297,School of Design and Innovations,Painting,,2000,758.1 HOS,Roto Vision,,978-2880464196,2608.88,01/17/2022 0:00,Page - 3,175
Books,294,Disney The Ultimate Visual Guide,"Schroender, Russell.",RVUN21LB0294,School of Design and Innovations,Painting,,2002,758.1 SCH,Dorling Kindersley,,978-0751339130,1739.25,10/2/22 0:00,Page - 3,122
Books,458,Landscape Painting,"Wolf, Norbert.",RVUN21LB0578,School of Design and Innovations,Painting,,2017,758.1 WOL,Taschen,,978-3836550185,963.9,03/28/2022 0:00,Page - 3,95
Books,450,Brucke,"Lorenz, Ulrike.",RVUN21LB0570,School of Design and Innovations,Painting,,2019,759.36 LOR,Taschen,,978-3836537001,963.9,03/28/2022 0:00,Page - 3,96
Books,440,Pierre Auguste Renior,"Beecroft, Julian.",RVUN21LB0560,School of Design and Innovations,Painting,,2016,759.4 BEE,Flame Tree,,978-1783617180,1043.42,03/28/2022 0:00,,127
Books,446,Matisse,"Essers, Volkmar.",RVUN21LB0566,School of Design and Innovations,Painting,,2021,759.4 ESS,Taschen,,978-3836529044,963.9,03/28/2022 0:00,Page - 3,95
Books,449,Monet,"Heinrich, Christoph.",RVUN21LB0569,School of Design and Innovations,Painting,,2021,759.4 HEI,Taschen,,978-3836503990,963.9,03/28/2022 0:00,Page - 3,95
Books,434,Paul Geuguin,"Ormiston, Rosalind",RVUN21LB0554,School of Design and Innovations,"Painting, Still life",,2017,759.4 ORM,Flame Tree,,978-1786645586,1043.42,03/28/2023 0:00,Page - 3,127
Books,441,Edgar Degas,"Robinson, Michael.",RVUN21LB0561,School of Design and Innovations,Painting,,2016,759.4 ROB,Flame Tree,,978-1783619948,1043.32,03/28/2022 0:00,Page - 3,127
Books,433,Rophel,"Biggs, Julia.",RVUN21LB0553,School of Design and Innovations,Painting,,2020,759.5 BIG,Flame Tree,,978-1787557888,1043.42,,,127
Books,292,The Life And Works Of Davinci,"Doc ser, Linda",RVUN21LB0292,School of Design and Innovations,Painting,,2002,759.5 DOC,Paragon,,978-1858136165,1346.25,01/17/2022 0:00,Page - 3,79
Books,432,Leonardo Da Vinci Drawing,"Grange, Susan.",RVUN21LB0552,School of Design and Innovations,Painting,,2015,759.5 GRA,Flame Tree,,978-1783613588,1043.42,03/28/2023 0:00,Page - 3,127
Books,330,Perspective,"Mulik, Atmaram D",RVUN21LB0330,School of Design and Innovations,Perspective,,2006,759.5 MUL,Jyotsna Prakashan,,978-8179251348,251.25,01/17/2022 0:00,Page - 3,80
Books,447,Leonardo Da Vinci,"Z”llner, Frank.",RVUN21LB0567,School of Design and Innovations,Painting,,2019,759.5 ZOL,Taschen,,978-3836502153,963.9,03/28/2022 0:00,Page - 3,96
Books,455,Dali,"N‚ret, Gilles.",RVUN21LB0575,School of Design and Innovations,Painting,,2020,759.6 NER,Taschen,,978-3836560009,963.9,03/28/2022 0:00,Page - 3,95
Books,444,Chagall Painting As Poetry,"Metzger, Rainer.",RVUN21LB0564,School of Design and Innovations,Painting,,2016,759.7 MET,Taschen,,978-3836527835,963.9,03/28/2022 0:00,Page - 3,95
Books,438,Edvard Munch,"Russell, Candice",RVUN21LB0558,School of Design and Innovations,Painting,,2015,759.81 RUS,Flame Tree,,978-1783613564,1043.42,02/28/2023 0:00,,127
Books,533,Talexi-The Concept Art Of Alessandro Taini:,Alessandro Taini,RVUN21LB0653,School of Design and Innovations,Painting,,2019,759.938 ALE,Design Studio Press,,978-1624650420,1649.75,03/28/2022 0:00,Page - 3,128
